name,primary_category,secondary_categories,town,address,phone,email,website,source,source_url,confidence,notes,county,local_area,service_area_notes
EverBuilt Group Custom Builders,General Contractor,General Contractor,Winchester,"12054 Main Street West, Winchester",613-325-0261,info@everbuiltgroup.ca,https://everbuiltgroup.ca/,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=11,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Fawcett Bros. Excavating Ltd.,Excavation,Excavation,South Mountain,"10935 Irish Headline Road, South Mountain, Ontario",613-989-5489,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=11,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
H & B Contracting,General Contractor,General Contractor,Chesterville,"13900 Connaught Road, Chesterville, Ontario",613-448-1643,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=13,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
H&E Contracting Asphalt Services Ltd.,Excavation,Excavation,Winchester,"11667 Armstrong Road, Winchester, Ontario",,,https://www.hecontracting.net,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=13,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Industrial Stainless Ltd.,Millwright,Millwright,Chesterville,"6 Joseph Street, Chesterville, Ontario",613-448-2807,kent.young@hotmail.com,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=14,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
J.C. Sommerville Drafting Services,General Contractor,General Contractor,Chesterville,"258 Main Street North P.O.Box 476, Chesterville, Ontario",(613) 448-1615,chriss@storm.ca,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=14,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Jason Munro Plumbing and Heating Inc.,Plumbing,Plumbing,Chesterville,"14012 Gibeault Rd, Chesterville, Ontario",(613) 448-9000,office@munroplumbingandheating.com,https://www.Jasonmunroplumbingandheating.com,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=14,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Jay's Lawn Maintenance Services,Landscaping,Landscaping,South Mountain,", South Mountain, Ontario",613-889-6185,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=14,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
John Thompson Electric,Electrical,Electrical,Chesterville,"147 Elizabeth Drive, Chesterville, Ontario",613-448-2963,jthompsonelectric@outlook.com,https://www.johnthompsonelectric.ca/,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=15,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Kabinets by Design,General Contractor,General Contractor,Winchester,"D-12054 Main St. W, Winchester",613-851-8571,garrett@kabinetsbydesign.ca,https://www.kabinetsbydesign.ca,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=15,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Lannin Lumber Building Centre,Building Supplies,Building Supplies,Winchester,"2682 County Road 31, Winchester, Ontario",613-774-2830,lannin@explornet.com,https://www.homehardware.ca,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=16,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Marriner Design,General Contractor,General Contractor,Finch,"14059 Hunter's Rd, Finch, Ontario",(613) 223-7355,susan@marriner.ca,https://www.marriner.ca,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=18,High,Public source listing found; needs owner claim and service-area confirmation.,Stormont,North Stormont,Local town pin only
McLaughlin Electric Inc.,Electrical,Electrical,Morewood,"PO Box 34, Morewood, ON",613-862-9009,info@mclaughlininc.ca,https://www.instagram.com/mclaughlin.electric/,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=18,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
McRostie Mechanical,HVAC,HVAC,Winchester,"454 Victoria st, winchester, Ontario",(613)227-5148,mcrostiemechanical@hotmail.com,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=18,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Mercier Mill Services,Millwright,Millwright,Winchester,"12535 County Road 43, Winchester, Ontario",613-774-6654,info@merciermill.ca,https://www.merciermill.ca/home.html,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=19,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Nat-Cap Construction Inc.,General Contractor,General Contractor,Winchester,"12445 County Road 3, Winchester, Ontario",,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=20,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
North Dundas Building Supplies,Building Supplies,Building Supplies,Winchester,"12642 County Road 43, Winchester, Ontario",343-766-6000,manager@ndbs.ca,https://ndbs.ca/,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=21,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Ormond Construction Ltd,General Contractor,General Contractor,Winchester,"1283 Rodney Lane, Winchester, Ontario",613-774-2005,kenstraby@yahoo.com,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=21,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Pivotech Doors Ltd.,Building Supplies,Building Supplies,Winchester,"1700 Cayer Road, Winchester, Ontario",613-774-1361,info@pivotechdoors.com,https://www.pivotechdoors.com,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=22,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Ruyf Drafting & Design Inc.,General Contractor,General Contractor,Mountain,"10541 Church Road, Mountain, Ontario",(613) 989-3232,garyruyf@teksavvy.com,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=24,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Shane Brian Construction Ltd.,General Contractor,General Contractor,Winchester,"1823 Winchester Boundary Road, Chesterville, Ontario",,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=25,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Sullivan Brothers Construction,General Contractor,General Contractor,Chesterville,"3100 County Road 7, Chesterville, Ontario",613-448-3410,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=26,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
The Crack Doctor Waterproofing Group,Roofing,Roofing,Winchester,"1823 Finch Winchester Boundary Road, Chesterville, Ontario",(613)448-2727,info@thecrackdoctor.ca,https://www.thecrackdoctor.ca,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=28,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Tony Van Gurp Construction,General Contractor,General Contractor,Winchester,"1850 Finch Winchester Boundary Road, Chesterville, Ontario",613-448-3249,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=29,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Tucker Design Company Ltd.,General Contractor,General Contractor,Winchester,"435 Queen Street, Winchester, Ontario",613-229-5237,tucker@magma.ca,https://www.tuckerdesign.ca,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=29,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Van Bridger Design,General Contractor,General Contractor,Winchester,"583 Holmes Street, Winchester, Ontario",,,,North Dundas municipal business directory,https://www.northdundas.com/business-development/economic-development/business-directory?page=29,High,Public source listing found; needs owner claim and service-area confirmation.,Dundas,North Dundas,Local town pin only
Back To Black Asphalt,Excavation,Excavation,Ingleside,"15323Colonial Drive, Ingleside, Ontario K0C 1M0, Canada",613-551-2788,,,South Stormont Chamber member directory,https://sschambercommerce.ca/directory/?_page=1&num=20&sort=post_title,High,Public source listing found; needs owner claim and service-area confirmation.,Stormont,South Stormont,Local town pin only
Long Sault Lawn Care,Landscaping,Landscaping,Long Sault,"Long Sault, Ontario K0C 1P0, Canada",6136621390,,,South Stormont Chamber member directory,https://sschambercommerce.ca/directory/?_page=1&num=20&sort=post_title,High,Public source listing found; needs owner claim and service-area confirmation.,Stormont,South Stormont,Local town pin only
Lunenburg Gardens,Landscaping,Landscaping,Lunenburg,"North Lunenburg Road West, Lunenburg, Ontario K0C 1R0, Canada",6136120552,,,South Stormont Chamber member directory,https://sschambercommerce.ca/directory/?_page=1&num=20&sort=post_title,High,Public source listing found; needs owner claim and service-area confirmation.,Stormont,South Stormont,Local town pin only
Snip & Chip Tree Services,Tree Service,Tree Service,Ingleside,"15323 Colonial Drive, Ingleside, Ontario K0C 1M0, Canada",6135510243,,,South Stormont Chamber member directory,https://sschambercommerce.ca/directory/?_page=1&num=20&sort=post_title,High,Public source listing found; needs owner claim and service-area confirmation.,Stormont,South Stormont,Local town pin only
Sure Shot Pest Control,Pest Control,Pest Control,Ingleside,"Ingleside, Ontario K0C 1M0, Canada",5147910166,,,South Stormont Chamber member directory,https://sschambercommerce.ca/directory/?_page=2&num=20&sort=post_title,High,Public source listing found; needs owner claim and service-area confirmation.,Stormont,South Stormont,Local town pin only
A.L. Blair Construction,Excavation,quarry; aggregate; construction,Moose Creek,"R.R. #1, Moose Creek, ON K0C 1W0",613-538-2271,info@alblairconstruction.com,https://alblairconstruction.com/,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory,High,North Stormont directory listing found; contractor/aggregate provider.,Stormont,North Stormont,Local town pin only
A.L Blair Construction - Quarry Division,Excavation,quarry; aggregate; excavation,Moose Creek,"1272 Farley Road, Moose Creek, ON K0C 1W0",613-987-2006,,https://www.alblairconstruction.com,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory,High,"North Stormont directory listing found; likely related to A.L. Blair Construction, kept separate because public listing is separate.",Stormont,North Stormont,Local town pin only
Andre's Furnace Sales and Services Ltd,HVAC,furnace; heating; cooling,Moose Creek,"17035 Maclean Road, Moose Creek, ON K0C 1W0",613-538-2460,,https://www.andresfurnace.com,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory,High,North Stormont directory listing found.,Stormont,North Stormont,Local town pin only
B. Henderson & Sons,Excavation,landscaping; excavating; pools,Finch,"15764 County Road 43, Finch, ON K0C 1K0",,BHendersonsons@outlook.com,https://www.bhendersonandsons.com,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/b-henderson-sons,High,North Stormont listing describes father-and-son construction/excavation experience.,Stormont,North Stormont,Local town pin only
Glauer's Road & Field Services,Excavation,landscaping; excavating; road and field services,Finch,"14100 Concession 1-2 Road, Finch, ON K0C 1K0",613-229-7773,konradglauer@yahoo.ca,https://www.glauer.ca,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/glauers-road-and-field-services,High,North Stormont listing says provider serves SD&G County and beyond.,Stormont,North Stormont,Serves SD&G
S.L Electric,Electrical,electrical contractor,North Stormont,"North Stormont, ON",,,,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/sl-electric,High,North Stormont contractor/building services listing found.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Wayne Casey Mechanical,HVAC,heating; cooling; fireplaces; standby generators,Cornwall,"Cornwall, ON",,reception@waynecaseymechanical.com,,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,"PDF describes heating and cooling, fireplace, and standby generator products for residential and commercial clients.",Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Clean All Environmental Services,Pressure Washing,janitorial; sanitation; pressure washing; disaster restoration,Cornwall,"1495 Gerald Street, PO Box 1042, Cornwall, ON K6H 5V1",613-932-5326,jean@clean-all.com,https://www.clean-all.com,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,"PDF describes janitorial/sanitation, pressure washing, and disaster restoration services.",Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Clermont Rosa Concrete Foundations,Excavation,concrete foundations; formwork; rebar; equipment rental,South Glengarry,"18393 Tyotown Road, South Glengarry, ON K6H 7S4",613-931-3564,jonathan@clermontrosa.com,https://www.clermontrosa.com,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,"PDF describes residential, commercial, and industrial formwork, rebar, and equipment rental.",Glengarry,South Glengarry,Local town pin only
Cornwall Concrete Products,Building Supplies,landscaping supplies; building materials,Cornwall,"460 Seventh Street West, Cornwall, ON K6J 2Y7",613-933-2290,david@cornwallconcrete.com,https://www.cornwallconcreteproducts.com,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,PDF describes retailer of landscaping and building material.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Cornwall Door Systems,Building Supplies,overhead doors; electric operators; installation; maintenance,Cornwall,"3334 Second Street East, Cornwall, ON K6H 6C6",613-938-1942,cornwalldoor@bellnet.ca,https://www.cornwalldoorsystems.ca,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,PDF describes overhead door/electric operator installation and maintenance.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Cornwall Gravel,Excavation,aggregate; road construction; concrete; equipment rental; sewer; watermain; asphalt paving,Cornwall,"390 Eleventh Street West, Cornwall, ON K6J 3B2",613-932-6571,office@cornwallgravel.ca,https://www.cornwallgravel.ca,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,"PDF describes contractor and aggregate supplier with road construction, equipment rental, sewer/watermain, and asphalt paving.",Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Cornwall Industrial Machining and Fabrication,Millwright,machining; fabrication; maintenance; welding,South Glengarry,"18078 Tyotown Road, South Glengarry, ON K6H 7S6",613-931-2188,cimf@bellnet.ca,,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,"PDF describes special machinery fabrication, maintenance, and welding services.",Glengarry,South Glengarry,Local town pin only
Cornwall Roof Truss,Roofing,roof trusses; floor trusses; metal roof and wall cladding,South Glengarry,"900 Boundary Road, South Glengarry, ON K6H 7P7",613-932-1416,info@cornwallrooftruss.com,https://www.cornwallrooftruss.com,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,"PDF describes roof trusses, floor trusses, and metal roof/wall cladding.",Glengarry,South Glengarry,Local town pin only
Eastern Welding,Millwright,welding; fabrication,Summerstown,"6857 Richmond Road, Summerstown, ON K0C 2E0",,,,Choose Cornwall business directory PDF,https://choosecornwall.ca/resources/attachment/cornwall-business-directory/,High,PDF listing found for Eastern Welding in Summerstown.,Glengarry,South Glengarry,Local town pin only
Millennial Contracting,General Contractor,renovations; decks; general contracting; siding; trim work,Cornwall,"Cornwall, ON K6J 5Y3",613-897-1850,,https://www.millennialcontracting.ca,Houzz public profile; provider website,https://www.houzz.com/professionals/general-contractors/millennial-contracting-pfvwus-pf~564882011,High,"Public profile says Cornwall-based design-build contractor serving Cornwall, SD&G, Ingleside, and Long Sault.",Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Glengarry Windows and Doors,Building Supplies,door installation; windows; repair,Alexandria,"3909 County Road 45, Alexandria, ON",613-525-4947,,,North Glengarry council/procurement reference,https://www.northglengarry.ca/media/2vxivcey/09-09-2024.pdf,High,"North Glengarry council document references door installation, windows, and repair.",Glengarry,North Glengarry,Local town pin only
Glengarry Excavation & Trucking Inc.,Excavation,excavation; trucking,Alexandria,"2635 Highway 34 N, Alexandria, ON",,,,North Glengarry council/procurement reference,https://www.northglengarry.ca/media/2vxivcey/09-09-2024.pdf,High,North Glengarry council document references excavation provider.,Glengarry,North Glengarry,Local town pin only
Charged Up Yardworks,Landscaping,yard work; property services,South Glengarry,"South Glengarry, ON",,,,South Glengarry awards/business page,https://www.southglengarry.com/business-and-development/we-support-local/awards-gala/,Medium,South Glengarry awards page references Charged Up Yardworks as 2024 Business of the Year; needs service detail verification.,Glengarry,South Glengarry,Local town pin only
N. Beehler Electric Ltd.,Electrical,electrical contractor,Berwick,"17 Beaver St, Berwick, ON K0C 1G0",613-984-2877,,,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/n-beehler-electric-ltd,High,North Stormont listing found for electrical contractor.,Stormont,North Stormont,Local town pin only
Sabourin G F Excavation,Excavation,landscaping; excavating; pools,Moose Creek,"2122 Valley Street, Moose Creek, ON K0C 1W0",613-538-2869,,,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/sabourin-g-f-excavation,High,North Stormont listing found for landscaping/excavating/pools.,Stormont,North Stormont,Local town pin only
Delhey Electric,Electrical,electrical contractor; Generac dealer,Moose Creek,"18 Labrosse, Moose Creek, ON K0C 1W0",613-551-3913,delheyelectric@gmail.com,https://www.facebook.com/delheyelectric/,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/delhey-electric,High,North Stormont listing identifies local electrical contractor and Generac sales/service dealer.,Stormont,North Stormont,Local town pin only
R. Provost Cartage Co. Ltd.,Excavation,sand and gravel; equipment rental; snow removal; plowing,Crysler,"1632 County Road 12, Crysler, ON K0A 1R0",613-987-2118,,https://provostcartage.ca/,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/r-provost-cartage-co-ltd,High,"North Stormont listing describes sand/gravel, heavy equipment, rentals, snow removal, and plowing.",Stormont,North Stormont,Local town pin only
Calco Soils,Landscaping,topsoil; sand; mulch; stone,Moose Creek,"RR #1, Moose Creek, ON K0C 1W0",613-538-2885,calco@ontarioeast.net,,North Stormont municipal business directory,https://www.northstormont.ca/business-development/business-directory/calco-soils,High,"North Stormont listing describes topsoil, sand, triple mix, mulch, and stone products.",Stormont,North Stormont,Local town pin only
Maloney Construction Ltd.,General Contractor,general contractor,Moose Creek,"17295 Valade, Moose Creek, ON K0C 2A0",613-538-2422,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/General%2BContractors/North%2BGlengarry%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Stormont,North Stormont,Local town pin only
Booyink Tree Care,Tree Service,tree care,Finch,"Finch, ON",613-363-4112,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Tree%2BService/Long%2BSault%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Stormont,North Stormont,Local town pin only
AK347 Electric,Electrical,residential; commercial; agricultural; industrial electrical contractor,Finch,"Finch, ON",613-362-6343,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians/Warina%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Stormont,North Stormont,Local town pin only
KMAC Electric,Electrical,residential; commercial electrical contractor,Alexandria,"19506 County Rd 43, Alexandria, ON K0C 1A0",613-551-2353,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/Alexandria%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
CDM Electric Inc,Electrical,agricultural; commercial; residential electrical contractor,Alexandria,"174 Alexandria Main N, Alexandria, ON K0C 1A0",613-525-2156,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/Alexandria%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
McDougall Garry,Electrical,electrical repairs; electrical contractor,Alexandria,"Alexandria, ON K0C 1A0",613-525-5192,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/bus/Ontario/Alexandria/McDougall-Garry/102657572.html,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Mcdonalds Electric,Electrical,electrician,Maxville,"27 Catherine W, Maxville, ON K0C 1T0",613-527-2189,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians/Black%2BRiver%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Maynards Plumbing,Plumbing,plumbing contractor,Maxville,"16 Villeneuve Dr, Maxville, ON K0C 1T0",343-585-4157,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/bus/Ontario/Maxville/Maynard-s-Plumbing/102739849.html,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Wayne King Plumbing,Plumbing,plumbing contractor,Alexandria,"150 Main St S, Alexandria, ON K0C 1A0",613-347-3443,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/bus/Ontario/Alexandria/Wayne-King-Plumbing/104170654.html,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Glengarry Plumbing And Heating,Plumbing,heating contractor; plumbing contractor,Alexandria,"19277 County Road 43, Alexandria, ON K0C 1A0",613-525-3843,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Heating%2BService/Alexandria%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Robert Rolland Plume,Plumbing,plumbing contractor,Maxville,"11 Maxville Main S, Maxville, ON K0C 1T0",613-527-2029,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Plumbers/Sandown%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Lafontaine Plumbing,Plumbing,plumbing contractor,Alexandria,"3348 Bureau Road, Alexandria, ON K0C 1A0",613-306-8718,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Plumbers/Alexandria%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Elite Combustion,HVAC,heating contractor; furnaces,Alexandria,"133 Bishop St N, Alexandria, ON K0C 1A0",613-551-3289,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/bus/Ontario/Alexandria/Elite-Combustion/100998920.html,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Lamps Heating Cooling,HVAC,heating contractor; air conditioning contractor,Alexandria,"3363 Lake Shore Dr RR 3, Alexandria, ON K0C 1A0",613-525-4520,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/bus/Ontario/Alexandria/Lamp-s-Heating-Cooling/927784.html,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Home Comfort North Glengarry,HVAC,heating contractor,Alexandria,"Alexandria, ON",343-304-5730,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Heating%2BService/Alexandria%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Van den Oetelaar Roofing,Roofing,roofing contractor,Alexandria,"154 Sandfield Avenue South, Alexandria, ON K0C 1A0",613-930-0220,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/bus/Ontario/Alexandria/Van-den-Oetelaar-Roofing/100627864.html,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Van den Oetelaar Contracting,General Contractor,general contractor,Alexandria,"154 Sandfield Avenue South, Alexandria, ON K0C 1A0",613-551-1782,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/General%2BContractors/Lancaster%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,North Glengarry,Local town pin only
Derek Mersereau,General Contractor,general contractor,Lancaster,"6282 Graham Court, Lancaster, ON",613-347-7789,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/General%2BContractors/Lancaster%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
Black Creek Enterprises,General Contractor,general contractor,South Lancaster,"RR 1, South Lancaster, ON K0C 2C0",613-577-2175,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/General%2BContractors/Lancaster%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
Leo McPhee Construction & Backhoe Service,General Contractor,general contractor; backhoe service,Martintown,"Martintown, ON K0C 1S0",613-551-6059,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/General%2BContractors/Summerstown%2BStation%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
KV General Construction,General Contractor,windows; doors; decks; general construction,Williamstown,"5654 County Rd 27, Williamstown, ON K0C 2J0",613-551-5377,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Doors%2Band%2BWindows/The%2BNation%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
Bill Cordner Electrical,Electrical,electrical contractor,Green Valley,"19747 County Road 25, Green Valley, ON K0C 1L0",613-525-4613,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians/Warina%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
McRae Electric,Electrical,commercial; agricultural; residential electrical contractor,North Lancaster,"39 Broad, North Lancaster, ON K0C 1N0",613-347-7702,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians/Black%2BRiver%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
Lefebvre M,Electrical,electrical contractor,Lancaster,"120 Military N, Lancaster, ON K0C 1N0",613-347-1730,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/Lancaster%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
Green Star Power,Electrical,electrical contractor,Martintown,"Chapel Rd, Martintown, ON K0C 1S0",613-907-1479,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians/South%2BGlengarry%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
Chris Champagne True Nature,Tree Service,tree service,Williamstown,"18992 Glen Rd, Williamstown, ON K0C 2J0",613-662-9339,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Tree%2BService/Long%2BSault%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
